date,clinicID,doctorID,specialization,day,tokenNumber,index,servedAfterBreak,TimeCalled,type,TimeTaken,AvgWaitTime
2025-05-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A5,1,False,10:31:36,advance,00:00:03,00:00:01.500000
2025-05-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W10,0,False,13:47:03,walkin,00:00:00,00:00:01.833333333
2025-05-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W11,1,False,13:47:06,walkin,00:00:03,00:00:01.833333333
2025-05-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A16,2,False,13:47:09,advance,00:00:03,00:00:01.833333333
2025-05-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A9,3,False,13:47:11,advance,00:00:02,00:00:01.833333333
2025-05-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A11,4,False,13:47:13,advance,00:00:02,00:00:01.833333333
2025-05-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A12,5,False,13:47:14,advance,00:00:01,00:00:01.833333333
2025-05-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A4,0,False,11:48:15,advance,00:00:00,00:15:39.333333333
2025-05-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A2,1,False,11:48:18,advance,00:00:03,00:15:39.333333333
2025-05-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A9,2,False,12:51:12,advance,01:02:54,00:15:39.333333333
2025-05-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A15,3,False,12:51:33,advance,00:00:21,00:15:39.333333333
2025-05-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W12,4,False,13:22:10,walkin,00:30:37,00:15:39.333333333
2025-05-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W11,5,False,13:22:11,walkin,00:00:01,00:15:39.333333333
2025-05-27,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,0,False,11:17:44,advance,00:00:00,02:30:59.500000
2025-05-27,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W11,1,False,16:19:43,walkin,05:01:59,02:30:59.500000
2025-05-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A1,0,False,10:56:07,advance,00:00:00,00:00:00.500000
2025-05-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A2,1,False,10:56:08,advance,00:00:01,00:00:00.500000
2025-05-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A3,0,False,12:25:09,advance,00:00:00,00:00:03.500000
2025-05-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A12,1,False,12:25:16,advance,00:00:07,00:00:03.500000
2025-05-30,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A10,0,False,11:30:45,advance,00:00:00,00:00:44
2025-05-30,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A11,1,False,11:30:47,advance,00:00:02,00:00:44
2025-05-30,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A6,2,False,11:32:57,advance,00:02:10,00:00:44
2025-05-31,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A2,0,False,11:15:28,advance,00:00:00,00:17:55
2025-05-31,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A4,1,False,11:15:29,advance,00:00:01,00:17:55
2025-05-31,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A8,2,False,11:15:32,advance,00:00:03,00:17:55
2025-05-31,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A15,3,False,12:44:53,advance,01:29:21,00:17:55
2025-05-31,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A19,4,False,12:45:03,advance,00:00:10,00:17:55
2025-06-02,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A4,0,False,11:26:04,advance,00:00:00,01:00:41.714285714
2025-06-02,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,1,False,11:26:08,advance,00:00:04,01:00:41.714285714
2025-06-02,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A39,2,False,11:40:11,advance,00:14:03,01:00:41.714285714
2025-06-02,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A39,3,False,11:40:13,advance,00:00:02,01:00:41.714285714
2025-06-02,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A16,4,False,11:40:19,advance,00:00:06,01:00:41.714285714
2025-06-02,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,,5,False,14:49:58,walkin,03:09:39,01:00:41.714285714
2025-06-02,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W11,6,False,18:30:56,walkin,03:40:58,01:00:41.714285714
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A3,0,False,10:39:20,advance,00:00:00,00:46:22.750000
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A4,1,False,10:39:28,advance,00:00:08,00:46:22.750000
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A11,2,False,12:02:32,advance,01:23:04,00:46:22.750000
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A13,3,False,12:02:37,advance,00:00:05,00:46:22.750000
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A12,4,False,13:07:18,advance,01:04:41,00:46:22.750000
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A13,5,False,13:07:21,advance,00:00:03,00:46:22.750000
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A15,6,False,15:01:53,advance,01:54:32,00:46:22.750000
2025-06-04,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A28,7,False,16:50:22,advance,01:48:29,00:46:22.750000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,,0,False,10:33:36,walkin,00:00:00,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A2,1,False,12:22:02,advance,01:48:26,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A3,2,False,12:22:03,advance,00:00:01,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A10,3,False,12:22:23,advance,00:00:20,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A15,4,False,12:32:45,advance,00:10:22,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A18,5,False,13:06:20,advance,00:33:35,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A13,6,False,13:06:24,advance,00:00:04,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A16,7,False,15:10:55,advance,02:04:31,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A36,8,False,15:11:14,advance,00:00:19,00:27:46.300000
2025-06-05,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A1,9,False,15:11:19,advance,00:00:05,00:27:46.300000
2025-06-09,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A25,0,False,10:57:56,advance,00:00:00,00:01:27.333333333
2025-06-09,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,1,False,11:00:13,advance,00:02:17,00:01:27.333333333
2025-06-09,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A3,2,False,11:02:18,advance,00:02:05,00:01:27.333333333
2025-06-10,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,0,False,11:26:09,advance,00:00:00,00:31:42.750000
2025-06-10,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,1,False,11:26:17,advance,00:00:08,00:31:42.750000
2025-06-10,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,2,False,11:48:36,advance,00:22:19,00:31:42.750000
2025-06-10,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A19,3,False,13:33:00,advance,01:44:24,00:31:42.750000
2025-06-11,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A1,0,False,09:58:39,advance,00:00:00,01:38:20
2025-06-11,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A17,1,False,09:58:47,advance,00:00:08,01:38:20
2025-06-11,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A20,2,False,14:53:39,advance,04:54:52,01:38:20
2025-06-12,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A10,0,False,11:08:49,advance,00:00:00,00:40:55.500000
2025-06-12,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A15,1,False,11:09:10,advance,00:00:21,00:40:55.500000
2025-06-12,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A12,2,False,13:52:26,advance,02:43:16,00:40:55.500000
2025-06-12,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A13,3,False,13:52:31,advance,00:00:05,00:40:55.500000
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,W2,0,False,09:21:52,walkin,00:00:00,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A2,1,False,09:21:54,advance,00:00:02,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A28,2,False,11:49:54,advance,02:28:00,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A21,3,False,11:54:58,advance,00:05:04,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A22,4,False,12:01:20,advance,00:06:22,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A11,5,False,12:17:07,advance,00:15:47,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A21,6,False,12:17:10,advance,00:00:03,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A15,7,False,13:04:39,advance,00:47:29,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A16,8,False,14:04:05,advance,00:59:26,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A22,8,False,14:04:06,advance,00:00:01,00:25:50.181818181
2025-06-14,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A26,10,False,14:06:04,advance,00:01:58,00:25:50.181818181
2025-06-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W9,0,False,15:42:58,walkin,00:00:00,00:00:00
2025-06-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,,0,False,11:11:40,walkin,00:00:00,00:59:54.750000
2025-06-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A6,1,False,11:49:56,advance,00:38:16,00:59:54.750000
2025-06-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,1,False,11:49:57,advance,00:00:01,00:59:54.750000
2025-06-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A33,3,False,15:11:19,advance,03:21:22,00:59:54.750000
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A10,0,False,10:31:05,advance,00:00:00,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A18,1,False,10:32:27,advance,00:01:22,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A24,2,False,10:43:31,advance,00:11:04,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A20,3,False,10:46:04,advance,00:02:33,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A25,4,False,10:48:24,advance,00:02:20,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A23,5,False,10:51:45,advance,00:03:21,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A4,6,False,10:57:32,advance,00:05:47,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A2,7,False,11:06:53,advance,00:09:21,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A9,8,False,11:14:56,advance,00:08:03,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A5,9,False,11:28:43,advance,00:13:47,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A8,10,False,11:43:40,advance,00:14:57,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A16,11,False,11:52:30,advance,00:08:50,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A28,12,False,13:05:38,advance,01:13:08,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A21,13,False,13:09:13,advance,00:03:35,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A29,14,False,13:15:22,advance,00:06:09,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A27,15,False,13:32:26,advance,00:17:04,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A6,16,False,15:54:30,advance,02:22:04,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A30,17,False,15:56:50,advance,00:02:20,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A41,18,False,16:00:42,advance,00:03:52,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A34,19,False,16:06:54,advance,00:06:12,00:20:43.809523809
2025-06-18,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A21,20,False,17:46:25,advance,01:39:31,00:20:43.809523809
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A22,0,False,10:58:39,advance,00:00:00,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A9,1,False,10:59:00,advance,00:00:21,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A5,2,False,11:38:59,advance,00:39:59,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A6,3,False,11:39:01,advance,00:00:02,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A5,4,False,11:50:28,advance,00:11:27,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A4,5,False,11:59:38,advance,00:09:10,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A24,6,False,12:53:36,advance,00:53:58,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A16,7,False,13:14:16,advance,00:20:40,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A26,8,False,13:18:53,advance,00:04:37,00:27:24.300000
2025-06-19,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A37,9,False,15:32:42,advance,02:13:49,00:27:24.300000
2025-06-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A13,0,False,09:55:37,advance,00:00:00,00:52:53.500000
2025-06-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A1,1,False,10:16:13,advance,00:20:36,00:52:53.500000
2025-06-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A1,2,False,10:16:15,advance,00:00:02,00:52:53.500000
2025-06-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A8,3,False,11:21:20,advance,01:05:05,00:52:53.500000
2025-06-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A12,4,False,11:22:08,advance,00:00:48,00:52:53.500000
2025-06-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A43,5,False,15:12:58,advance,03:50:50,00:52:53.500000
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A19,0,False,10:52:33,advance,00:00:00,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A23,1,False,10:53:32,advance,00:00:59,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A9,2,False,11:32:58,advance,00:39:26,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A5,3,False,11:33:49,advance,00:00:51,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A10,4,False,11:36:25,advance,00:02:36,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A24,5,False,12:01:45,advance,00:25:20,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A26,6,False,12:07:27,advance,00:05:42,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A13,7,False,12:25:13,advance,00:17:46,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A27,8,False,12:50:47,advance,00:25:34,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A21,9,False,13:02:22,advance,00:11:35,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A28,10,False,13:05:51,advance,00:03:29,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A22,11,False,13:11:34,advance,00:05:43,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A18,12,False,13:53:20,advance,00:41:46,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A14,13,False,15:10:16,advance,01:16:56,00:23:01.266666666
2025-06-21,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A45,14,False,16:37:52,advance,01:27:36,00:23:01.266666666
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,0,False,10:01:19,advance,00:00:00,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A9,1,False,10:11:49,advance,00:10:30,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A11,2,False,10:39:44,advance,00:27:55,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A20,3,False,10:55:55,advance,00:16:11,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A19,4,False,10:58:07,advance,00:02:12,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A1,5,False,11:20:00,advance,00:21:53,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A21,6,False,11:22:25,advance,00:02:25,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A22,7,False,11:22:26,advance,00:00:01,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A26,8,False,11:51:59,advance,00:29:33,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A13,9,False,11:56:04,advance,00:04:05,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A10,10,False,11:59:34,advance,00:03:30,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A15,11,False,12:12:22,advance,00:12:48,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A14,12,False,12:23:56,advance,00:11:34,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A15,13,False,12:28:21,advance,00:04:25,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A11,15,False,12:31:17,advance,00:02:56,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A3,14,False,12:34:19,advance,00:03:02,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A20,16,False,12:44:47,advance,00:10:28,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A20,17,False,12:45:00,advance,00:00:13,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A4,19,False,12:58:20,advance,00:13:20,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A34,18,False,12:59:34,advance,00:01:14,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A26,20,False,13:05:45,advance,00:06:11,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A29,20,False,14:46:43,advance,01:40:58,00:14:01.826086956
2025-06-23,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A3,22,False,15:24:01,advance,00:37:18,00:14:01.826086956
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,0,False,10:23:01,advance,00:00:00,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A2,1,False,10:23:04,advance,00:00:03,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,2,False,10:44:44,advance,00:21:40,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A9,3,False,10:53:08,advance,00:08:24,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A20,4,False,10:55:32,advance,00:02:24,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A15,5,False,11:02:40,advance,00:07:08,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A7,6,False,11:10:00,advance,00:07:20,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A12,7,False,11:21:31,advance,00:11:31,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,8,False,11:33:16,advance,00:11:45,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A23,9,False,11:37:11,advance,00:03:55,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A18,10,False,12:34:10,advance,00:56:59,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A19,11,False,12:35:58,advance,00:01:48,00:16:42.538461538
2025-06-24,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A25,12,False,14:00:14,advance,01:24:16,00:16:42.538461538
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A3,0,False,10:19:14,advance,00:00:00,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A6,1,False,10:20:14,advance,00:01:00,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A4,2,False,10:22:52,advance,00:02:38,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A2,3,False,11:27:32,advance,01:04:40,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A11,4,False,11:33:14,advance,00:05:42,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A13,5,False,11:42:45,advance,00:09:31,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A27,6,False,12:24:03,advance,00:41:18,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A1,7,False,12:24:10,advance,00:00:07,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A10,8,False,12:55:19,advance,00:31:09,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A7,10,False,12:57:15,advance,00:01:56,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A9,11,False,12:57:40,advance,00:00:25,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A21,9,False,13:00:45,advance,00:03:05,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A11,12,False,13:40:14,advance,00:39:29,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A9,13,False,13:40:25,advance,00:00:11,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A29,14,False,13:42:58,advance,00:02:33,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A16,15,False,13:54:37,advance,00:11:39,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A15,16,False,13:54:38,advance,00:00:01,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A28,17,False,14:51:55,advance,00:57:17,00:12:59.190476190
2025-06-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A23,18,False,14:51:56,advance,00:00:01,00:12:59.190476190
